sample_index,domain,scene_id,scan_id,image_relpath,input_size,target_height,target_width,valid_pixel_count,boundary_pixel_count,weight_sum,base_primary_error_sum,primary_error_sum,primary_utility_sum,base_absrel_error_sum,absrel_error_sum,absrel_utility_sum,metric_scale,forward_milliseconds
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,686,686,910,783925,78394,1097501.0,788962.5173845686,815588.86913989,-26626.351755321375,595816.3798657648,613249.0701651014,-17432.690299336682,0.06822237797775965,128.20658087730408
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,742,742,994,783925,78394,1097501.0,788962.5173845686,750687.8136198416,38274.70376472699,595816.3798657648,562570.6307955049,33245.74907025986,0.06626159731721996,116.5311997756362
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,798,798,1064,783925,78394,1097501.0,788962.5173845686,798037.8342044355,-9075.316819866886,595816.3798657648,600784.4590259648,-4968.079160200083,0.0621401508699992,146.2003653869033
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,854,854,1134,783925,78394,1097501.0,788962.5173845686,793958.9117573008,-4996.394372732262,595816.3798657648,597248.2263335879,-1431.8464678231394,0.06196310145892019,120.61763741075993
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,910,910,1218,783925,78394,1097501.0,788962.5173845686,767492.9402892591,21469.577095309505,595816.3798657648,576125.1383749587,19691.241490806104,0.059662350707478454,113.7802042067051
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,966,966,1288,783925,78394,1097501.0,788962.5173845686,793195.9804201336,-4233.463035564986,595816.3798657648,596639.5790573842,-823.1991916194092,0.060060556150537035,148.38337991386652
8,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,1022,1022,1358,783925,78394,1097501.0,788962.5173845686,795777.2176395942,-6814.700255025644,595816.3798657648,600089.9476031922,-4273.567737427424,0.057711439734680514,180.10646104812622
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,518,518,686,786150,78616,1100614.0,347533.564916607,347533.564916607,0.0,245123.9781051727,245123.9781051727,0.0,0.06604427535887508,27.044971473515034
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,574,574,770,786150,78616,1100614.0,347533.564916607,349128.4398242363,-1594.8749076293316,245123.9781051727,247075.82558373018,-1951.8474785574945,0.0646397582126833,36.88947856426239
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,630,630,840,786150,78616,1100614.0,347533.564916607,313497.29395322356,34036.27096338343,245123.9781051727,220611.90342503242,24512.07468014027,0.06581297372875136,45.86543049663305
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,686,686,910,786150,78616,1100614.0,347533.564916607,300570.2238974653,46963.34101914172,245123.9781051727,210166.12178552645,34957.856319646235,0.07235308247092208,61.04560196399689
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,742,742,994,786150,78616,1100614.0,347533.564916607,356330.2789774207,-8796.714060813712,245123.9781051727,254024.0595606755,-8900.081455502805,0.06871510092583392,59.92006789892912
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,798,798,1064,786150,78616,1100614.0,347533.564916607,320099.4292898311,27434.13562677591,245123.9781051727,226017.68988703395,19106.28821813874,0.06990694118907573,80.81505540758371
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,854,854,1134,786150,78616,1100614.0,347533.564916607,332126.9807693509,15406.5841472561,245123.9781051727,234856.74371836337,10267.234386809316,0.07093303983918046,101.25104896724224
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,910,910,1218,786150,78616,1100614.0,347533.564916607,325204.941254508,22328.62366209901,245123.9781051727,230846.9151854695,14277.062919703196,0.06899251372949801,108.81934501230717
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,966,966,1288,786150,78616,1100614.0,347533.564916607,359496.35624270316,-11962.791326096165,245123.9781051727,255970.0239063905,-10846.045801217813,0.06900192355953068,134.84788965433836
9,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,1022,1022,1358,786150,78616,1100614.0,347533.564916607,346406.1283162744,1127.436600332614,245123.9781051727,246067.18426601548,-943.2061608427903,0.06848174030121326,174.50957093387842
