sample_index,scan_id,image_relpath,global_thresholded_gradient_density,region_id,boosting_gradient_density_ratio,passes_official_density_threshold,selected_exact_k,selected_at_most_k_official_threshold,primary_utility_sum,absrel_utility_sum
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,5,1.0142688868629104,True,False,False,447.58382396410184,155.41740740791917
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,6,1.0581991830345465,True,False,False,1108.8500268896184,398.3934043791979
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,7,1.0607882453260724,True,False,False,1380.3824275067805,455.6944209269774
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,8,0.6628767531205774,False,False,False,35.19978369647566,54.512740120279304
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,9,0.7185753971117477,False,False,False,-39.52708443571636,-59.727299671611405
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,10,0.641775229038489,False,False,False,-27.194559104381373,-20.450996716215297
6,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0.10371499738406513,11,0.6888596627971922,False,False,False,-37.65637455655673,13.237381513505134
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,0,1.4494014613604425,True,True,True,-177.85390721354597,-5.162674435920792
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,1,1.3265417967807291,True,True,True,-1310.2193716206154,-508.08740255486975
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,2,1.0937361673422386,True,False,False,-274.0266136535706,-61.317768479673646
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,3,0.9218116958908446,False,False,False,-267.7382731940433,-61.12967311611953
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,4,1.0201424613249097,True,False,False,121.45974739727431,112.86069700781735
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,5,1.0617149003940134,True,False,False,2137.253913253233,1370.4651765881583
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,6,0.782551458165184,False,False,False,-419.03916514255303,-84.3162662095471
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,7,0.8395600536261532,False,False,False,-134.44827571786732,4.824237051001222
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,8,0.5354525770892211,False,False,False,-314.35371213244144,-163.3091912280631
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,9,0.3203740299791131,False,False,False,-296.3457541652556,-282.12858640948565
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,10,1.373276319525862,True,True,True,-563.810563993034,-252.27475708765456
7,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_250_030.png,0.0795166518087948,11,1.275437078521296,True,False,False,-112.84753643434746,-94.44116696572365
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,0,1.0927653159209907,True,False,False,17.93376496587392,-14.396464893689124
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,1,0.7423058183937269,False,False,False,32.13326374262405,84.28539393755459
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,2,0.820087035618503,False,False,False,393.4960985997206,119.68921661222302
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,3,0.4083260759699498,False,False,False,-1384.1775185167523,-218.63764547462551
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,4,1.0317004645469061,True,False,False,11.704898930718912,58.85909350618283
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,5,1.3293180528672537,True,True,True,278.9353210176879,156.57737878629058
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,6,1.1952187918030481,True,True,True,348.06429686351737,461.9513457717997
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,7,1.813667622228799,True,True,True,1328.2049574628024,950.2142294099915
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,8,1.1107200927439973,True,False,False,-90.09989953585675,1.2957370696613921
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,9,0.8714902601003581,False,False,False,-255.63510750030343,9.090902042244958
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,10,0.7303229067112275,False,False,False,-135.08090596951865,16.481492573038945
8,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_300_010.png,0.11455602348377503,11,0.8540775630952355,False,False,False,-78.32522968249545,31.0366753674257
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,0,0.4704731431751513,False,False,False,-22.933334696627497,8.287351431259058
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,1,0.82717564883269,False,False,False,-90.9462835096058,-99.56082937703103
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,2,1.299612562422914,True,True,True,-34.118487178119764,-49.07561875470776
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,3,1.1025300475394195,True,False,False,-1838.0085045275368,-1075.5250226335738
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,4,0.7704531098983395,False,False,False,44.03326007045099,40.08795292758356
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,5,1.002360134243419,True,False,False,194.6268645073183,119.89696931205972
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,6,1.298511342998935,True,True,True,-89.52475577455078,-68.0210890905905
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,7,1.2363455689986715,True,True,True,-29.06964977760333,-2.289753499462819
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,8,0.764943283386814,False,False,False,-702.919777415074,-431.7042089551366
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,9,1.113462296103964,True,False,False,-25.646931435174963,-171.41255233957625
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,10,1.082739351111989,True,False,False,-73.7020133671023,6.4235658674886515
9,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_330_050.png,0.0795835985709795,11,1.0313935112876886,True,False,False,277.89695211856775,299.77036392646085
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,0,0.34468652300806896,False,False,False,292.8362925671528,57.95729592557209
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,1,0.08984388244092215,False,False,False,-467.74946091158205,-104.80916747332023
