sample_index,domain,scene_id,scan_id,budget_count,raw_topk_region_ids,normalized_topk_region_ids,top_k_set_jaccard,kendall_tau_b,selected_set_disagreement,zero_weight_region_count,base_primary_error_sum,raw_selected_utility_sum,normalized_selected_raw_utility_sum
52,indoors,scene_00021,indoors/scene_00021/scan_00188,3,2;1;7,2;1;7,1.0,0.9696969696969697,0.0,0,939374.0436092353,25906.301051317572,25906.301051317572
52,indoors,scene_00021,indoors/scene_00021/scan_00188,6,2;1;7;8;11;3,2;1;7;8;11;3,1.0,0.9696969696969697,0.0,0,939374.0436092353,26253.05746159593,26253.05746159593
53,indoors,scene_00021,indoors/scene_00021/scan_00188,1,6,6,1.0,1.0,0.0,0,675847.3472308875,9585.024516689004,9585.024516689004
53,indoors,scene_00021,indoors/scene_00021/scan_00188,3,6;1;0,6;1;0,1.0,1.0,0.0,0,675847.3472308875,9622.411019430918,9622.411019430918
53,indoors,scene_00021,indoors/scene_00021/scan_00188,6,6;1;0;4;8;2,6;1;0;4;8;2,1.0,1.0,0.0,0,675847.3472308875,9443.429250299001,9443.429250299001
54,indoors,scene_00021,indoors/scene_00021/scan_00188,1,10,10,1.0,1.0,0.0,0,403477.9545687015,5881.514772552304,5881.514772552304
54,indoors,scene_00021,indoors/scene_00021/scan_00188,3,10;3;6,10;3;6,1.0,1.0,0.0,0,403477.9545687015,6015.721333747969,6015.721333747969
54,indoors,scene_00021,indoors/scene_00021/scan_00188,6,10;3;6;8;1;5,10;3;6;8;1;5,1.0,1.0,0.0,0,403477.9545687015,6030.018867541496,6030.018867541496
55,indoors,scene_00021,indoors/scene_00021/scan_00188,1,6,6,1.0,1.0,0.0,0,741974.4696225293,2001.2171799089056,2001.2171799089056
55,indoors,scene_00021,indoors/scene_00021/scan_00188,3,6;3;5,6;3;5,1.0,1.0,0.0,0,741974.4696225293,2042.299864074195,2042.299864074195
55,indoors,scene_00021,indoors/scene_00021/scan_00188,6,6;3;5;2;1;9,6;3;5;2;1;9,1.0,1.0,0.0,0,741974.4696225293,2040.4860943160286,2040.4860943160286
56,indoors,scene_00021,indoors/scene_00021/scan_00188,1,8,8,1.0,1.0,0.0,0,601257.2698518732,14807.164834395237,14807.164834395237
56,indoors,scene_00021,indoors/scene_00021/scan_00188,3,8;10;2,8;10;2,1.0,1.0,0.0,0,601257.2698518732,15435.10006532656,15435.10006532656
56,indoors,scene_00021,indoors/scene_00021/scan_00188,6,8;10;2;4;0;11,8;10;2;4;0;11,1.0,1.0,0.0,0,601257.2698518732,15531.635621431637,15531.635621431637
57,indoors,scene_00021,indoors/scene_00021/scan_00188,1,0,5,0.0,0.9696969696969697,1.0,0,436474.2323477267,1337.7174072499258,941.6752656411575
57,indoors,scene_00021,indoors/scene_00021/scan_00188,3,0;5;7,5;0;7,1.0,0.9696969696969697,0.0,0,436474.2323477267,3044.8086797564847,3044.8086797564847
57,indoors,scene_00021,indoors/scene_00021/scan_00188,6,0;5;7;6;4;8,5;0;7;6;4;8,1.0,0.9696969696969697,0.0,0,436474.2323477267,4330.991468889778,4330.991468889778
58,indoors,scene_00021,indoors/scene_00021/scan_00188,1,2,2,1.0,0.9696969696969697,0.0,0,349800.50344114343,1448.4635913398367,1448.4635913398367
58,indoors,scene_00021,indoors/scene_00021/scan_00188,3,2;8;1,2;8;3,0.5,0.9696969696969697,1.0,0,349800.50344114343,2045.4873137213415,1904.781912791518
58,indoors,scene_00021,indoors/scene_00021/scan_00188,6,2;8;1;3;11;6,2;8;3;1;11;6,1.0,0.9696969696969697,0.0,0,349800.50344114343,2258.2693170220205,2258.2693170220205
59,indoors,scene_00021,indoors/scene_00021/scan_00188,1,7,7,1.0,1.0,0.0,0,466517.6649835682,2382.2069175940755,2382.2069175940755
59,indoors,scene_00021,indoors/scene_00021/scan_00188,3,7;6;10,7;6;10,1.0,1.0,0.0,0,466517.6649835682,3254.4370585452475,3254.4370585452475
59,indoors,scene_00021,indoors/scene_00021/scan_00188,6,7;6;10;9;5;0,7;6;10;9;5;0,1.0,1.0,0.0,0,466517.6649835682,3510.3107377456136,3510.3107377456136
60,indoors,scene_00021,indoors/scene_00021/scan_00189,1,11,11,1.0,1.0,0.0,0,2557974.973550242,338842.66318430897,338842.66318430897
60,indoors,scene_00021,indoors/scene_00021/scan_00189,3,11;10;0,11;10;0,1.0,1.0,0.0,0,2557974.973550242,406317.6689614552,406317.6689614552
60,indoors,scene_00021,indoors/scene_00021/scan_00189,6,11;10;0;2;9;5,11;10;0;2;9;5,1.0,1.0,0.0,0,2557974.973550242,406533.6786603321,406533.6786603321
61,indoors,scene_00021,indoors/scene_00021/scan_00189,1,11,11,1.0,0.9393939393939394,0.0,0,2298673.77338729,82095.62536793525,82095.62536793525
61,indoors,scene_00021,indoors/scene_00021/scan_00189,3,11;8;4,11;8;4,1.0,0.9393939393939394,0.0,0,2298673.77338729,82112.02830119376,82112.02830119376
61,indoors,scene_00021,indoors/scene_00021/scan_00189,6,11;8;4;9;5;6,11;8;4;9;5;2,0.7142857142857143,0.9393939393939394,1.0,0,2298673.77338729,82116.48294077572,82115.83080863074
62,indoors,scene_00021,indoors/scene_00021/scan_00189,1,2,2,1.0,1.0,0.0,0,447741.62230553216,1272.0529191065198,1272.0529191065198
62,indoors,scene_00021,indoors/scene_00021/scan_00189,3,2;9;11,2;9;11,1.0,1.0,0.0,0,447741.62230553216,2191.27982259227,2191.27982259227
62,indoors,scene_00021,indoors/scene_00021/scan_00189,6,2;9;11;0;7;3,2;9;11;0;7;3,1.0,1.0,0.0,0,447741.62230553216,2277.2548970730136,2277.2548970730136
63,indoors,scene_00021,indoors/scene_00021/scan_00189,1,2,2,1.0,1.0,0.0,0,496881.2418892988,3115.7110440603715,3115.7110440603715
63,indoors,scene_00021,indoors/scene_00021/scan_00189,3,2;0;11,2;0;11,1.0,1.0,0.0,0,496881.2418892988,4319.462335484534,4319.462335484534
63,indoors,scene_00021,indoors/scene_00021/scan_00189,6,2;0;11;3;8;7,2;0;11;3;8;7,1.0,1.0,0.0,0,496881.2418892988,4328.304601635826,4328.304601635826
64,indoors,scene_00021,indoors/scene_00021/scan_00189,1,9,0,0.0,0.9090909090909091,1.0,0,316376.2926255057,620.0089873669482,614.3451301817043
64,indoors,scene_00021,indoors/scene_00021/scan_00189,3,9;0;4,0;9;4,1.0,0.9090909090909091,0.0,0,316376.2926255057,1315.9950259329305,1315.9950259329305
64,indoors,scene_00021,indoors/scene_00021/scan_00189,6,9;0;4;2;11;7,0;9;4;2;8;11,0.7142857142857143,0.9090909090909091,1.0,0,316376.2926255057,1300.3388138686512,1291.9942862757757
65,indoors,scene_00021,indoors/scene_00021/scan_00189,1,2,2,1.0,0.9393939393939394,0.0,0,402862.3801245373,2201.7230636546324,2201.7230636546324
65,indoors,scene_00021,indoors/scene_00021/scan_00189,3,2;7;1,2;7;1,1.0,0.9393939393939394,0.0,0,402862.3801245373,3608.2722215865547,3608.2722215865547
65,indoors,scene_00021,indoors/scene_00021/scan_00189,6,2;7;1;11;6;5,2;7;1;11;3;6,0.7142857142857143,0.9393939393939394,1.0,0,402862.3801245373,4414.931573015324,4365.835063869175
66,indoors,scene_00021,indoors/scene_00021/scan_00189,1,3,3,1.0,0.9696969696969697,0.0,0,811666.4949265493,453.150063773475,453.150063773475
66,indoors,scene_00021,indoors/scene_00021/scan_00189,3,3;7;0,3;7;0,1.0,0.9696969696969697,0.0,0,811666.4949265493,733.3434725352354,733.3434725352354
66,indoors,scene_00021,indoors/scene_00021/scan_00189,6,3;7;0;9;5;4,3;7;0;9;5;4,1.0,0.9696969696969697,0.0,0,811666.4949265493,750.3449549037813,750.3449549037813
67,indoors,scene_00021,indoors/scene_00021/scan_00189,1,1,1,1.0,0.9696969696969697,0.0,0,772382.9243008943,6789.114901567655,6789.114901567655
67,indoors,scene_00021,indoors/scene_00021/scan_00189,3,1;6;11,1;6;11,1.0,0.9696969696969697,0.0,0,772382.9243008943,6879.314626881205,6879.314626881205
67,indoors,scene_00021,indoors/scene_00021/scan_00189,6,1;6;11;7;3;9,1;6;11;7;3;9,1.0,0.9696969696969697,0.0,0,772382.9243008943,6860.174882110593,6860.174882110593
68,indoors,scene_00021,indoors/scene_00021/scan_00189,1,1,1,1.0,0.9696969696969697,0.0,0,1874584.7527887705,46150.41222763338,46150.41222763338
68,indoors,scene_00021,indoors/scene_00021/scan_00189,3,1;6;8,1;6;8,1.0,0.9696969696969697,0.0,0,1874584.7527887705,55263.87887865734,55263.87887865734
68,indoors,scene_00021,indoors/scene_00021/scan_00189,6,1;6;8;10;9;0,1;6;8;10;9;0,1.0,0.9696969696969697,0.0,0,1874584.7527887705,55276.80849462777,55276.80849462777
69,indoors,scene_00021,indoors/scene_00021/scan_00189,1,6,6,1.0,1.0,0.0,0,671129.9791294124,1144.0136851142975,1144.0136851142975
69,indoors,scene_00021,indoors/scene_00021/scan_00189,3,6;5;2,6;5;2,1.0,1.0,0.0,0,671129.9791294124,1229.2957013249031,1229.2957013249031
69,indoors,scene_00021,indoors/scene_00021/scan_00189,6,6;5;2;4;0;3,6;5;2;4;0;3,1.0,1.0,0.0,0,671129.9791294124,1263.695968460518,1263.695968460518
70,indoors,scene_00021,indoors/scene_00021/scan_00190,1,0,0,1.0,1.0,0.0,0,607472.2151627791,120.2369285742117,120.2369285742117
70,indoors,scene_00021,indoors/scene_00021/scan_00190,3,0;1;5,0;1;5,1.0,1.0,0.0,0,607472.2151627791,244.34901382639757,244.34901382639757
70,indoors,scene_00021,indoors/scene_00021/scan_00190,6,0;1;5;11;7;10,0;1;5;11;7;10,1.0,1.0,0.0,0,607472.2151627791,251.0231956602636,251.0231956602636
71,indoors,scene_00021,indoors/scene_00021/scan_00190,1,2,2,1.0,0.9393939393939394,0.0,0,686449.1935592525,2981.4292031623677,2981.4292031623677
71,indoors,scene_00021,indoors/scene_00021/scan_00190,3,2;1;10,2;1;9,0.5,0.9393939393939394,1.0,0,686449.1935592525,5558.524075538578,5497.434368931629
71,indoors,scene_00021,indoors/scene_00021/scan_00190,6,2;1;10;9;5;11,2;1;9;5;10;11,1.0,0.9393939393939394,0.0,0,686449.1935592525,5847.762137233028,5847.762137233028
72,indoors,scene_00021,indoors/scene_00021/scan_00190,1,6,6,1.0,0.9393939393939394,0.0,0,283471.0583819126,282.9830806084308,282.9830806084308
72,indoors,scene_00021,indoors/scene_00021/scan_00190,3,6;3;11,6;4;3,0.5,0.9393939393939394,1.0,0,283471.0583819126,584.2848801534197,569.6006389638657
72,indoors,scene_00021,indoors/scene_00021/scan_00190,6,6;3;11;4;8;5,6;4;3;11;8;5,1.0,0.9393939393939394,0.0,0,283471.0583819126,729.256012018874,729.256012018874
73,indoors,scene_00021,indoors/scene_00021/scan_00190,1,4,8,0.0,0.8787878787878788,1.0,0,411864.79499209643,106.85799785365656,105.36283771266952
73,indoors,scene_00021,indoors/scene_00021/scan_00190,3,4;8;7,8;7;4,1.0,0.8787878787878788,0.0,0,411864.79499209643,287.4025974824375,287.4025974824375
73,indoors,scene_00021,indoors/scene_00021/scan_00190,6,4;8;7;11;0;9,8;7;4;11;0;9,1.0,0.8787878787878788,0.0,0,411864.79499209643,416.81283755870993,416.81283755870993
74,indoors,scene_00021,indoors/scene_00021/scan_00190,1,0,0,1.0,0.9696969696969697,0.0,0,1102918.1060598253,2524.2818591042396,2524.2818591042396
74,indoors,scene_00021,indoors/scene_00021/scan_00190,3,0;4;2,0;4;2,1.0,0.9696969696969697,0.0,0,1102918.1060598253,2642.204344122989,2642.204344122989
74,indoors,scene_00021,indoors/scene_00021/scan_00190,6,0;4;2;3;11;6,0;4;2;3;11;6,1.0,0.9696969696969697,0.0,0,1102918.1060598253,2648.8431654116457,2648.8431654116457
75,indoors,scene_00021,indoors/scene_00021/scan_00190,1,8,8,1.0,0.9696969696969697,0.0,0,315588.9064718688,698.1453371810289,698.1453371810289
75,indoors,scene_00021,indoors/scene_00021/scan_00190,3,8;0;2,8;0;3,0.5,0.9696969696969697,1.0,0,315588.9064718688,1077.1729093755882,1057.8096949483675
75,indoors,scene_00021,indoors/scene_00021/scan_00190,6,8;0;2;3;7;1,8;0;3;2;7;1,1.0,0.9696969696969697,0.0,0,315588.9064718688,1198.1015289474185,1198.1015289474185
76,indoors,scene_00021,indoors/scene_00021/scan_00190,1,10,10,1.0,0.9393939393939394,0.0,0,292400.1295952656,405.5455448959058,405.5455448959058
76,indoors,scene_00021,indoors/scene_00021/scan_00190,3,10;0;4,10;0;4,1.0,0.9393939393939394,0.0,0,292400.1295952656,932.0504394853647,932.0504394853647
76,indoors,scene_00021,indoors/scene_00021/scan_00190,6,10;0;4;8;3;11,10;0;4;8;11;3,1.0,0.9393939393939394,0.0,0,292400.1295952656,1291.796574911982,1291.7965749119821
77,indoors,scene_00021,indoors/scene_00021/scan_00190,1,9,9,1.0,0.9696969696969697,0.0,0,480683.92143154476,1885.7190221625983,1885.7190221625983
77,indoors,scene_00021,indoors/scene_00021/scan_00190,3,9;10;8,9;8;10,1.0,0.9696969696969697,0.0,0,480683.92143154476,4279.9068546726985,4279.9068546726985
77,indoors,scene_00021,indoors/scene_00021/scan_00190,6,9;10;8;7;11;4,9;8;10;7;11;4,1.0,0.9696969696969697,0.0,0,480683.92143154476,4872.45580786152,4872.45580786152
78,indoors,scene_00021,indoors/scene_00021/scan_00190,1,9,9,1.0,0.9393939393939394,0.0,0,286746.11747516063,1172.7371106693852,1172.7371106693852
78,indoors,scene_00021,indoors/scene_00021/scan_00190,3,9;10;4,9;10;4,1.0,0.9393939393939394,0.0,0,286746.11747516063,1918.4530669690164,1918.4530669690164
78,indoors,scene_00021,indoors/scene_00021/scan_00190,6,9;10;4;8;11;0,9;10;4;8;11;0,1.0,0.9393939393939394,0.0,0,286746.11747516063,2274.0382039024707,2274.0382039024707
79,indoors,scene_00021,indoors/scene_00021/scan_00190,1,4,4,1.0,1.0,0.0,0,1613618.188925884,203630.61791408327,203630.61791408327
79,indoors,scene_00021,indoors/scene_00021/scan_00190,3,4;8;11,4;8;11,1.0,1.0,0.0,0,1613618.188925884,206700.14361989198,206700.14361989198
79,indoors,scene_00021,indoors/scene_00021/scan_00190,6,4;8;11;1;6;5,4;8;11;1;6;5,1.0,1.0,0.0,0,1613618.188925884,206737.791720319,206737.791720319
80,indoors,scene_00021,indoors/scene_00021/scan_00191,1,2,2,1.0,0.8787878787878788,0.0,0,421960.86344271956,106.41446885197544,106.41446885197544
80,indoors,scene_00021,indoors/scene_00021/scan_00191,3,2;0;9,2;0;4,0.5,0.8787878787878788,1.0,0,421960.86344271956,187.00279407933942,186.63575382032363
80,indoors,scene_00021,indoors/scene_00021/scan_00191,6,2;0;9;4;3;10,2;0;4;9;10;3,1.0,0.8787878787878788,0.0,0,421960.86344271956,254.15204207540017,254.1520420754002
81,indoors,scene_00021,indoors/scene_00021/scan_00191,1,7,7,1.0,0.9090909090909091,0.0,0,424276.0780177265,312.41525787959665,312.41525787959665
81,indoors,scene_00021,indoors/scene_00021/scan_00191,3,7;4;1,7;1;4,1.0,0.9090909090909091,0.0,0,424276.0780177265,475.7718642656414,475.7718642656414
81,indoors,scene_00021,indoors/scene_00021/scan_00191,6,7;4;1;11;8;9,7;1;4;11;9;5,0.7142857142857143,0.9090909090909091,1.0,0,424276.0780177265,523.0569352850135,518.4137434023455
82,indoors,scene_00021,indoors/scene_00021/scan_00191,1,9,9,1.0,1.0,0.0,0,930495.5131564231,9308.211024403601,9308.211024403601
82,indoors,scene_00021,indoors/scene_00021/scan_00191,3,9;5;1,9;5;1,1.0,1.0,0.0,0,930495.5131564231,11434.79557783339,11434.79557783339
82,indoors,scene_00021,indoors/scene_00021/scan_00191,6,9;5;1;4;0;11,9;5;1;4;0;11,1.0,1.0,0.0,0,930495.5131564231,11564.867188198228,11564.867188198228
83,indoors,scene_00021,indoors/scene_00021/scan_00191,1,5,8,0.0,0.8787878787878788,1.0,0,1095039.2376962213,1385.5533507053667,1224.8516108676106
83,indoors,scene_00021,indoors/scene_00021/scan_00191,3,5;8;9,8;5;9,1.0,0.8787878787878788,0.0,0,1095039.2376962213,3004.547757806613,3004.547757806613
83,indoors,scene_00021,indoors/scene_00021/scan_00191,6,5;8;9;1;0;6,8;5;9;0;6;2,0.7142857142857143,0.8787878787878788,1.0,0,1095039.2376962213,3386.1401018638217,3308.9553048527373
84,indoors,scene_00021,indoors/scene_00021/scan_00191,1,4,4,1.0,0.9393939393939394,0.0,0,460301.7297327091,377.40939550491703,377.40939550491703
84,indoors,scene_00021,indoors/scene_00021/scan_00191,3,4;2;7,4;2;7,1.0,0.9393939393939394,0.0,0,460301.7297327091,447.467624656573,447.467624656573
84,indoors,scene_00021,indoors/scene_00021/scan_00191,6,4;2;7;3;6;11,4;2;7;3;6;11,1.0,0.9393939393939394,0.0,0,460301.7297327091,473.41472100235393,473.41472100235393
85,indoors,scene_00021,indoors/scene_00021/scan_00191,1,0,0,1.0,0.9393939393939394,0.0,0,472268.0708563869,6345.23844311828,6345.23844311828
85,indoors,scene_00021,indoors/scene_00021/scan_00191,3,0;1;6,0;1;6,1.0,0.9393939393939394,0.0,0,472268.0708563869,7910.922443056621,7910.922443056621
85,indoors,scene_00021,indoors/scene_00021/scan_00191,6,0;1;6;2;11;7,0;1;6;11;2;7,1.0,0.9393939393939394,0.0,0,472268.0708563869,8206.534182288016,8206.534182288016
86,indoors,scene_00021,indoors/scene_00021/scan_00191,1,0,0,1.0,0.8787878787878788,0.0,0,644343.6386865758,844.154588146284,844.154588146284
86,indoors,scene_00021,indoors/scene_00021/scan_00191,3,0;1;8,0;1;8,1.0,0.8787878787878788,0.0,0,644343.6386865758,1998.2493871203656,1998.2493871203656
86,indoors,scene_00021,indoors/scene_00021/scan_00191,6,0;1;8;11;7;4,0;1;8;11;7;10,0.7142857142857143,0.8787878787878788,1.0,0,644343.6386865758,2000.533867069388,1961.5924056245722
87,indoors,scene_00021,indoors/scene_00021/scan_00191,1,10,10,1.0,0.9393939393939394,0.0,0,560152.5176209874,283.27672268629715,283.27672268629715
87,indoors,scene_00021,indoors/scene_00021/scan_00191,3,10;11;8,10;11;8,1.0,0.9393939393939394,0.0,0,560152.5176209874,677.5445916775773,677.5445916775773
87,indoors,scene_00021,indoors/scene_00021/scan_00191,6,10;11;8;5;7;6,10;11;8;5;3;7,0.7142857142857143,0.9393939393939394,1.0,0,560152.5176209874,859.677706891982,856.9294700436432
88,indoors,scene_00021,indoors/scene_00021/scan_00191,1,4,4,1.0,1.0,0.0,0,510490.7425107981,47.620026351119556,47.620026351119556
88,indoors,scene_00021,indoors/scene_00021/scan_00191,3,4;0;1,4;0;1,1.0,1.0,0.0,0,510490.7425107981,91.04856419001867,91.04856419001867
88,indoors,scene_00021,indoors/scene_00021/scan_00191,6,4;0;1;2;6;5,4;0;1;2;6;5,1.0,1.0,0.0,0,510490.7425107981,100.98680577730009,100.98680577730009
89,indoors,scene_00021,indoors/scene_00021/scan_00191,1,10,10,1.0,0.9090909090909091,0.0,0,642992.5453417526,618.4476376452712,618.4476376452712
89,indoors,scene_00021,indoors/scene_00021/scan_00191,3,10;11;5,10;11;5,1.0,0.9090909090909091,0.0,0,642992.5453417526,685.9242366605098,685.9242366605098
89,indoors,scene_00021,indoors/scene_00021/scan_00191,6,10;11;5;1;2;3,10;11;5;1;2;3,1.0,0.9090909090909091,0.0,0,642992.5453417526,705.3853839410522,705.3853839410522
90,indoors,scene_00021,indoors/scene_00021/scan_00192,1,2,9,0.0,0.9696969696969697,1.0,0,314020.40798209887,1155.9695753768428,769.4608197946379
90,indoors,scene_00021,indoors/scene_00021/scan_00192,3,2;9;3,9;2;3,1.0,0.9696969696969697,0.0,0,314020.40798209887,2677.2163105822456,2677.2163105822456
90,indoors,scene_00021,indoors/scene_00021/scan_00192,6,2;9;3;8;4;5,9;2;3;8;4;5,1.0,0.9696969696969697,0.0,0,314020.40798209887,2716.9287340894375,2716.9287340894375
91,indoors,scene_00021,indoors/scene_00021/scan_00192,1,11,11,1.0,0.9393939393939394,0.0,0,269545.00802724325,1017.1972695657275,1017.1972695657275
91,indoors,scene_00021,indoors/scene_00021/scan_00192,3,11;10;4,11;10;1,0.5,0.9393939393939394,1.0,0,269545.00802724325,1821.1529279302433,1814.9230424877537
91,indoors,scene_00021,indoors/scene_00021/scan_00192,6,11;10;4;1;5;2,11;10;1;4;5;2,1.0,0.9393939393939394,0.0,0,269545.00802724325,1956.387335909917,1956.387335909917
92,indoors,scene_00021,indoors/scene_00021/scan_00192,1,0,0,1.0,1.0,0.0,0,2006336.0354717933,652537.0595806027,652537.0595806027
92,indoors,scene_00021,indoors/scene_00021/scan_00192,3,0;1;4,0;1;4,1.0,1.0,0.0,0,2006336.0354717933,653237.3706649464,653237.3706649464
92,indoors,scene_00021,indoors/scene_00021/scan_00192,6,0;1;4;8;2;5,0;1;4;8;2;5,1.0,1.0,0.0,0,2006336.0354717933,653404.2640889683,653404.2640889683
93,indoors,scene_00021,indoors/scene_00021/scan_00192,1,5,5,1.0,0.9696969696969697,0.0,0,728969.8199434819,3612.40899612816,3612.40899612816
93,indoors,scene_00021,indoors/scene_00021/scan_00192,3,5;1;4,5;1;4,1.0,0.9696969696969697,0.0,0,728969.8199434819,6279.89218473058,6279.89218473058
93,indoors,scene_00021,indoors/scene_00021/scan_00192,6,5;1;4;10;6;7,5;1;4;10;6;7,1.0,0.9696969696969697,0.0,0,728969.8199434819,6295.485480755469,6295.485480755469
94,indoors,scene_00021,indoors/scene_00021/scan_00192,1,10,11,0.0,0.9696969696969697,1.0,0,628466.3907040425,523.5797432956795,480.8486316180571
94,indoors,scene_00021,indoors/scene_00021/scan_00192,3,10;11;1,11;10;1,1.0,0.9696969696969697,0.0,0,628466.3907040425,1015.3556354431158,1015.3556354431158
94,indoors,scene_00021,indoors/scene_00021/scan_00192,6,10;11;1;6;3;7,11;10;1;6;3;7,1.0,0.9696969696969697,0.0,0,628466.3907040425,998.8437520824243,998.8437520824243
95,indoors,scene_00021,indoors/scene_00021/scan_00192,1,7,7,1.0,1.0,0.0,0,899884.6726203479,103.45223879322285,103.45223879322285
95,indoors,scene_00021,indoors/scene_00021/scan_00192,3,7;6;3,7;6;3,1.0,1.0,0.0,0,899884.6726203479,206.66988258553278,206.66988258553278
95,indoors,scene_00021,indoors/scene_00021/scan_00192,6,7;6;3;2;1;4,7;6;3;2;1;4,1.0,1.0,0.0,0,899884.6726203479,143.8502522599982,143.8502522599982
96,indoors,scene_00021,indoors/scene_00021/scan_00192,1,2,5,0.0,0.9696969696969697,1.0,0,1217761.9379345733,5123.471305420552,4419.437772263772
96,indoors,scene_00021,indoors/scene_00021/scan_00192,3,2;5;10,5;2;10,1.0,0.9696969696969697,0.0,0,1217761.9379345733,9599.966100334148,9599.966100334148
96,indoors,scene_00021,indoors/scene_00021/scan_00192,6,2;5;10;11;9;8,5;2;10;11;9;8,1.0,0.9696969696969697,0.0,0,1217761.9379345733,9590.033476474884,9590.033476474884
97,indoors,scene_00021,indoors/scene_00021/scan_00192,1,10,10,1.0,0.9696969696969697,0.0,0,680916.8295380414,3740.244659681727,3740.244659681727
97,indoors,scene_00021,indoors/scene_00021/scan_00192,3,10;3;5,10;3;5,1.0,0.9696969696969697,0.0,0,680916.8295380414,3825.435745256769,3825.435745256769
97,indoors,scene_00021,indoors/scene_00021/scan_00192,6,10;3;5;0;9;1,10;3;5;0;9;1,1.0,0.9696969696969697,0.0,0,680916.8295380414,3823.9971964025785,3823.9971964025785
98,indoors,scene_00021,indoors/scene_00021/scan_00192,1,3,3,1.0,0.9696969696969697,0.0,0,295474.77423972404,6425.7214170242905,6425.7214170242905
98,indoors,scene_00021,indoors/scene_00021/scan_00192,3,3;0;11,3;0;11,1.0,0.9696969696969697,0.0,0,295474.77423972404,11106.339899560096,11106.339899560096
98,indoors,scene_00021,indoors/scene_00021/scan_00192,6,3;0;11;5;4;8,3;0;11;5;4;8,1.0,0.9696969696969697,0.0,0,295474.77423972404,11096.393052524669,11096.393052524669
99,indoors,scene_00021,indoors/scene_00021/scan_00192,1,8,8,1.0,0.9696969696969697,0.0,0,537557.2181014083,221.5018987065378,221.5018987065378
99,indoors,scene_00021,indoors/scene_00021/scan_00192,3,8;4;1,8;4;1,1.0,0.9696969696969697,0.0,0,537557.2181014083,290.7226204316929,290.7226204316929
99,indoors,scene_00021,indoors/scene_00021/scan_00192,6,8;4;1;3;0;2,8;4;1;3;0;2,1.0,0.9696969696969697,0.0,0,537557.2181014083,283.9923209455908,283.9923209455908
100,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,0,0,1.0,1.0,0.0,0,835351.2758342769,1090.598215777352,1090.598215777352
100,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,0;5;9,0;5;9,1.0,1.0,0.0,0,835351.2758342769,1104.9938591863615,1104.9938591863615
100,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,0;5;9;6;10;8,0;5;9;6;10;8,1.0,1.0,0.0,0,835351.2758342769,1075.6115906931625,1075.6115906931625
101,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,0,0,1.0,0.9696969696969697,0.0,0,386438.51902071084,1149.0045895022417,1149.0045895022417
101,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,0;5;11,0;5;11,1.0,0.9696969696969697,0.0,0,386438.51902071084,1228.5859806362375,1228.5859806362375
101,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,0;5;11;10;9;8,0;5;11;10;9;8,1.0,0.9696969696969697,0.0,0,386438.51902071084,1238.0408822445133,1238.0408822445133
102,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,3,5,0.0,0.9393939393939394,1.0,0,497772.8520274309,436.57494421973666,375.7022576154852
102,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,3;5;2,5;2;3,1.0,0.9393939393939394,0.0,0,497772.8520274309,1167.9265910702743,1167.9265910702745
102,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,3;5;2;7;8;1,5;2;3;7;8;1,1.0,0.9393939393939394,0.0,0,497772.8520274309,1574.3342204706373,1574.3342204706375
103,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,7,2,0.0,0.7878787878787878,1.0,1,380182.3563388182,3295.3205999275892,173.9435185477603
103,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,7;1;6,2;7;1,0.5,0.7878787878787878,1.0,1,380182.3563388182,5300.6195339510095,4627.084450432314
103,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,7;1;6;10;5;2,2;7;1;6;5;10,1.0,0.7878787878787878,0.0,1,380182.3563388182,6169.068280507175,6169.068280507175
104,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,5,5,1.0,0.9696969696969697,0.0,0,535138.2817723014,800.54114869887,800.54114869887
104,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,5;4;2,5;2;4,1.0,0.9696969696969697,0.0,0,535138.2817723014,1529.6388071540657,1529.638807154066
104,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,5;4;2;1;3;0,5;2;4;1;3;0,1.0,0.9696969696969697,0.0,0,535138.2817723014,1715.8656931635578,1715.865693163558
105,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,3,3,1.0,1.0,0.0,0,2706781.269221188,60561.56659899259,60561.56659899259
105,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,3;6;9,3;6;9,1.0,1.0,0.0,0,2706781.269221188,61387.89017307594,61387.89017307594
105,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,3;6;9;5;10;11,3;6;9;5;10;11,1.0,1.0,0.0,0,2706781.269221188,61648.06986783978,61648.06986783978
