sample_index,domain,scene_id,scan_id,budget_count,raw_topk_region_ids,normalized_topk_region_ids,top_k_set_jaccard,kendall_tau_b,selected_set_disagreement,zero_weight_region_count,base_primary_error_sum,raw_selected_utility_sum,normalized_selected_raw_utility_sum
106,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,7,7,1.0,0.8787878787878788,0.0,0,6215278.458996482,380355.8381339243,380355.8381339243
106,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,7;6;3,7;3;1,0.5,0.8787878787878788,1.0,0,6215278.458996482,743239.4742406514,583557.6401318426
106,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,7;6;3;1;2;5,7;3;1;6;2;5,1.0,0.8787878787878788,0.0,0,6215278.458996482,857890.6031564764,857890.6031564764
107,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,5,0,0.0,0.8181818181818182,1.0,0,6034213.106480744,727185.6948438993,111463.83574525235
107,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,5;6;7,0;5;6,0.5,0.8181818181818182,1.0,0,6034213.106480744,1716914.28839543,1466299.6957377559
107,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,5;6;7;2;1;0,0;5;6;7;1;2,1.0,0.8181818181818182,0.0,0,6034213.106480744,2173178.7920004837,2173178.792000484
108,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,2,2,1.0,0.9696969696969697,0.0,0,2744171.7544717444,51332.045064431484,51332.045064431484
108,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,2;6;10,2;6;10,1.0,0.9696969696969697,0.0,0,2744171.7544717444,53216.2937328664,53216.2937328664
108,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,2;6;10;0;9;5,2;6;10;0;9;5,1.0,0.9696969696969697,0.0,0,2744171.7544717444,53273.350296019606,53273.350296019606
109,outdoor,scene_00022,outdoor/scene_00022/scan_00193,1,7,7,1.0,0.9682539682539683,0.0,2,7021468.590470614,120155.43361865327,120155.43361865327
109,outdoor,scene_00022,outdoor/scene_00022/scan_00193,3,7;10;11,7;10;11,1.0,0.9682539682539683,0.0,2,7021468.590470614,143102.14019478462,143102.14019478462
109,outdoor,scene_00022,outdoor/scene_00022/scan_00193,6,7;10;11;5;1;9,7;10;11;1;5;9,1.0,0.9682539682539683,0.0,2,7021468.590470614,147674.01578812455,147674.01578812455
110,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,11,11,1.0,0.746031746031746,0.0,3,4735399.679412684,1186078.3548531127,1186078.3548531127
110,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,11;6;10,11;2;3,0.2,0.746031746031746,1.0,3,4735399.679412684,2085954.5258364335,1351548.0886268464
110,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,11;6;10;2;7;5,11;2;3;6;7;10,0.7142857142857143,0.746031746031746,1.0,3,4735399.679412684,2401288.009617392,2375286.369209659
111,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,3,3,1.0,0.9696969696969697,0.0,0,1922009.221149355,191974.82055761738,191974.82055761738
111,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,3;2;7,3;7;2,1.0,0.9696969696969697,0.0,0,1922009.221149355,224559.31545413908,224559.31545413908
111,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,3;2;7;6;5;9,3;7;2;6;5;9,1.0,0.9696969696969697,0.0,0,1922009.221149355,229498.432314537,229498.432314537
112,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,3,3,1.0,0.8181818181818182,0.0,1,5578700.445732514,660823.4541587499,660823.4541587499
112,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,3;7;2,3;7;2,1.0,0.8181818181818182,0.0,1,5578700.445732514,1373845.0290463811,1373845.0290463811
112,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,3;7;2;11;9;10,3;7;2;11;0;9,0.7142857142857143,0.8181818181818182,1.0,1,5578700.445732514,1408886.5469908006,1407413.9443107522
113,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,1,1,1.0,1.0,0.0,0,1028452.3869779492,10449.01708451905,10449.01708451905
113,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,1;0;9,1;0;9,1.0,1.0,0.0,0,1028452.3869779492,11047.207572749658,11047.207572749658
113,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,1;0;9;4;11;8,1;0;9;4;11;8,1.0,1.0,0.0,0,1028452.3869779492,11064.271871433315,11064.271871433315
114,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,0,0,1.0,0.8461538461538461,0.0,2,579471.7666021463,6996.690862823305,6996.690862823305
114,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,0;1;11,0;1;11,1.0,0.8461538461538461,0.0,2,579471.7666021463,14236.428087755276,14236.428087755276
114,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,0;1;11;6;2;3,0;1;11;6;2;3,1.0,0.8461538461538461,0.0,2,579471.7666021463,14399.863832768604,14399.863832768604
115,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,2,2,1.0,1.0,0.0,0,1254862.64226853,827.1995995266805,827.1995995266805
115,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,2;1;10,2;1;10,1.0,1.0,0.0,0,1254862.64226853,1421.1938536672737,1421.1938536672737
115,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,2;1;10;9;6;5,2;1;10;9;6;5,1.0,1.0,0.0,0,1254862.64226853,1503.6120802587966,1503.6120802587966
116,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,1,1,1.0,1.0,0.0,0,1203256.9013595183,1854.0557365632285,1854.0557365632285
116,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,1;0;9,1;0;9,1.0,1.0,0.0,0,1203256.9013595183,3622.742282082021,3622.742282082021
116,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,1;0;9;2;10;6,1;0;9;2;10;6,1.0,1.0,0.0,0,1203256.9013595183,4097.2210931299105,4097.2210931299105
117,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,2,2,1.0,1.0,0.0,0,1651962.4930704772,9310.706567636957,9310.706567636957
117,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,2;1;0,2;1;0,1.0,1.0,0.0,0,1651962.4930704772,20272.74503509179,20272.74503509179
117,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,2;1;0;3;8;7,2;1;0;3;8;7,1.0,1.0,0.0,0,1651962.4930704772,21773.049301467203,21773.049301467203
118,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,3,3,1.0,0.9696969696969697,0.0,0,1035667.711521453,20890.505220183586,20890.505220183586
118,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,3;1;10,3;1;10,1.0,0.9696969696969697,0.0,0,1035667.711521453,22875.484375663564,22875.484375663564
118,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,3;1;10;4;2;11,3;1;10;4;2;11,1.0,0.9696969696969697,0.0,0,1035667.711521453,22869.26233936301,22869.26233936301
119,outdoor,scene_00022,outdoor/scene_00022/scan_00194,1,9,0,0.0,0.9696969696969697,1.0,0,8009431.28354776,178665.05141695566,17374.66902035921
119,outdoor,scene_00022,outdoor/scene_00022/scan_00194,3,9;0;4,0;9;4,1.0,0.9696969696969697,0.0,0,8009431.28354776,212302.3685321598,212302.3685321598
119,outdoor,scene_00022,outdoor/scene_00022/scan_00194,6,9;0;4;1;5;3,0;9;4;1;5;3,1.0,0.9696969696969697,0.0,0,8009431.28354776,229527.14741987406,229527.14741987406
120,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,3,3,1.0,1.0,0.0,0,837579.9527466715,368812.8347024718,368812.8347024718
120,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,3;4;11,3;4;11,1.0,1.0,0.0,0,837579.9527466715,369198.5188686465,369198.5188686465
120,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,3;4;11;9;6;10,3;4;11;9;6;10,1.0,1.0,0.0,0,837579.9527466715,369198.38031666336,369198.38031666336
121,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,1,1,1.0,0.9696969696969697,0.0,0,243242.96252104317,167.06525154780172,167.06525154780172
121,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,1;10;2,1;10;2,1.0,0.9696969696969697,0.0,0,243242.96252104317,307.9934423728223,307.9934423728223
121,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,1;10;2;11;6;8,1;10;2;11;6;8,1.0,0.9696969696969697,0.0,0,243242.96252104317,415.58523092488366,415.58523092488366
122,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,7,7,1.0,0.9090909090909091,0.0,0,970437.5026641171,254.25325632202197,254.25325632202197
122,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,7;1;8,7;1;8,1.0,0.9090909090909091,0.0,0,970437.5026641171,301.74187380268705,301.74187380268705
122,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,7;1;8;11;9;10,7;1;8;11;9;10,1.0,0.9090909090909091,0.0,0,970437.5026641171,307.34519820844724,307.34519820844724
123,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,8,8,1.0,0.9696969696969697,0.0,0,309975.25277228776,385.87424117002115,385.87424117002115
123,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,8;0;10,8;0;10,1.0,0.9696969696969697,0.0,0,309975.25277228776,533.3114682954854,533.3114682954854
123,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,8;0;10;4;5;11,8;0;10;4;5;11,1.0,0.9696969696969697,0.0,0,309975.25277228776,532.7196889758994,532.7196889758994
124,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,5,5,1.0,1.0,0.0,0,328755.71143695194,295.8744816570628,295.8744816570628
124,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,5;0;1,5;0;1,1.0,1.0,0.0,0,328755.71143695194,550.1067382692147,550.1067382692147
124,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,5;0;1;11;9;3,5;0;1;11;9;3,1.0,1.0,0.0,0,328755.71143695194,590.8594500433899,590.8594500433899
125,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,1,1,1.0,0.9696969696969697,0.0,0,620440.8250465302,284.10460143387365,284.10460143387365
125,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,1;7;2,1;7;2,1.0,0.9696969696969697,0.0,0,620440.8250465302,588.6710657059328,588.6710657059328
125,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,1;7;2;6;5;11,1;7;2;6;11;5,1.0,0.9696969696969697,0.0,0,620440.8250465302,626.3382133738256,626.3382133738256
126,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,2,2,1.0,0.9393939393939394,0.0,0,467556.89399932855,241.1799813869709,241.1799813869709
126,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,2;1;0,2;1;0,1.0,0.9393939393939394,0.0,0,467556.89399932855,644.9889442530126,644.9889442530126
126,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,2;1;0;4;7;6,2;1;0;7;6;4,1.0,0.9393939393939394,0.0,0,467556.89399932855,960.7928302695723,960.7928302695723
127,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,2,2,1.0,0.9076923076923077,0.0,2,530270.4474947626,17530.505971765706,17530.505971765706
127,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,2;6;7,2;6;7,1.0,0.9076923076923077,0.0,2,530270.4474947626,18465.965274270766,18465.965274270766
127,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,2;6;7;0;3;10,2;6;7;0;3;10,1.0,0.9076923076923077,0.0,2,530270.4474947626,18435.511620977624,18435.511620977624
128,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,6,6,1.0,0.9696969696969697,0.0,0,918554.9841536842,4176.341530768407,4176.341530768407
128,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,6;9;7,6;7;9,1.0,0.9696969696969697,0.0,0,918554.9841536842,5315.6025380891315,5315.6025380891315
128,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,6;9;7;3;4;8,6;7;9;3;4;8,1.0,0.9696969696969697,0.0,0,918554.9841536842,5690.704440355922,5690.704440355922
129,outdoor,scene_00022,outdoor/scene_00022/scan_00195,1,8,8,1.0,0.9642857142857143,0.0,5,421877.5903511308,8817.097323692886,8817.097323692886
129,outdoor,scene_00022,outdoor/scene_00022/scan_00195,3,8;6;7,8;6;7,1.0,0.9642857142857143,0.0,5,421877.5903511308,14455.555645604098,14455.555645604098
129,outdoor,scene_00022,outdoor/scene_00022/scan_00195,6,8;6;7;10;2;11,8;6;7;2;10;11,1.0,0.9642857142857143,0.0,5,421877.5903511308,14567.902082107836,14567.902082107836
130,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,2,2,1.0,1.0,0.0,0,319798.52595541213,2622.9636307253513,2622.9636307253513
130,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,2;3;1,2;3;1,1.0,1.0,0.0,0,319798.52595541213,3563.5520500642533,3563.5520500642533
130,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,2;3;1;6;4;9,2;3;1;6;4;9,1.0,1.0,0.0,0,319798.52595541213,3783.0029464585014,3783.0029464585014
131,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,2,2,1.0,0.9393939393939394,0.0,0,1162131.6444492433,71762.53216394647,71762.53216394647
131,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,2;1;5,2;1;5,1.0,0.9393939393939394,0.0,0,1162131.6444492433,78748.33470574417,78748.33470574417
131,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,2;1;5;6;0;11,2;1;5;6;0;11,1.0,0.9393939393939394,0.0,0,1162131.6444492433,80697.85722224344,80697.85722224344
132,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,3,3,1.0,0.9696969696969697,0.0,0,1175176.2769519875,3793.0452243715226,3793.0452243715226
132,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,3;7;2,3;7;2,1.0,0.9696969696969697,0.0,0,1175176.2769519875,10262.233008662528,10262.233008662528
132,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,3;7;2;0;1;10,3;7;2;1;0;10,1.0,0.9696969696969697,0.0,0,1175176.2769519875,14228.53798273158,14228.53798273158
133,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,1,1,1.0,1.0,0.0,0,2509354.6563825705,108374.67161838649,108374.67161838649
133,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,1;0;2,1;0;2,1.0,1.0,0.0,0,2509354.6563825705,164475.03105111344,164475.03105111344
133,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,1;0;2;3;5;9,1;0;2;3;5;9,1.0,1.0,0.0,0,2509354.6563825705,165187.40150273233,165187.40150273233
134,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,2,2,1.0,1.0,0.0,0,355405.3519225544,2584.3751664962983,2584.3751664962983
134,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,2;0;3,2;0;3,1.0,1.0,0.0,0,355405.3519225544,2933.2746938903488,2933.2746938903488
134,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,2;0;3;7;8;10,2;0;3;7;8;10,1.0,1.0,0.0,0,355405.3519225544,2962.529460223814,2962.529460223814
135,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,2,2,1.0,1.0,0.0,0,950612.9151093441,54159.79893709659,54159.79893709659
135,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,2;1;3,2;1;3,1.0,1.0,0.0,0,950612.9151093441,121956.51805577085,121956.51805577085
135,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,2;1;3;0;6;9,2;1;3;0;6;9,1.0,1.0,0.0,0,950612.9151093441,126121.74764495448,126121.74764495448
136,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,1,1,1.0,0.9696969696969697,0.0,0,520245.86801657855,1632.4481886780577,1632.4481886780577
136,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,1;2;0,1;2;0,1.0,0.9696969696969697,0.0,0,520245.86801657855,2662.8202213683653,2662.8202213683653
136,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,1;2;0;9;8;11,1;2;0;9;8;11,1.0,0.9696969696969697,0.0,0,520245.86801657855,2693.6863731989756,2693.6863731989756
137,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,3,3,1.0,0.9696969696969697,0.0,0,770373.611031541,3217.8931781601623,3217.8931781601623
137,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,3;0;2,3;2;0,1.0,0.9696969696969697,0.0,0,770373.611031541,4296.22370365272,4296.223703652719
137,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,3;0;2;11;9;8,3;2;0;11;9;8,1.0,0.9696969696969697,0.0,0,770373.611031541,4315.842447932132,4315.842447932131
138,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,0,0,1.0,1.0,0.0,0,406954.49193279474,561.0697222211588,561.0697222211588
138,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,0;2;8,0;2;8,1.0,1.0,0.0,0,406954.49193279474,724.5044372128058,724.5044372128058
138,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,0;2;8;11;9;10,0;2;8;11;9;10,1.0,1.0,0.0,0,406954.49193279474,723.2876420061269,723.2876420061269
139,outdoor,scene_00022,outdoor/scene_00022/scan_00196,1,2,2,1.0,1.0,0.0,0,289372.94278717705,1154.8507958044088,1154.8507958044088
139,outdoor,scene_00022,outdoor/scene_00022/scan_00196,3,2;1;9,2;1;9,1.0,1.0,0.0,0,289372.94278717705,1238.1372409177513,1238.1372409177513
139,outdoor,scene_00022,outdoor/scene_00022/scan_00196,6,2;1;9;8;11;10,2;1;9;8;11;10,1.0,1.0,0.0,0,289372.94278717705,1244.5995956960908,1244.5995956960908
140,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,0,0,1.0,0.9696969696969697,0.0,0,1281582.8544612075,2725.0516321721893,2725.0516321721893
140,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,0;2;6,0;2;6,1.0,0.9696969696969697,0.0,0,1281582.8544612075,3751.274609979501,3751.274609979501
140,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,0;2;6;7;5;4,0;2;6;7;5;4,1.0,0.9696969696969697,0.0,0,1281582.8544612075,4145.405912941874,4145.405912941874
141,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,3,3,1.0,0.9696969696969697,0.0,0,1127114.6171150873,153738.52267744238,153738.52267744238
141,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,3;7;2,3;7;2,1.0,0.9696969696969697,0.0,0,1127114.6171150873,159625.3058867206,159625.3058867206
141,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,3;7;2;11;9;0,3;7;2;11;9;0,1.0,0.9696969696969697,0.0,0,1127114.6171150873,161102.09244992744,161102.09244992744
142,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,0,0,1.0,0.9696969696969697,0.0,0,585405.6450815315,34617.42985413554,34617.42985413554
142,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,0;1;8,0;1;8,1.0,0.9696969696969697,0.0,0,585405.6450815315,38231.639687681614,38231.639687681614
142,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,0;1;8;4;10;5,0;1;8;4;10;5,1.0,0.9696969696969697,0.0,0,585405.6450815315,38307.99680442789,38307.99680442789
143,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,5,5,1.0,0.9696969696969697,0.0,0,527141.0533431348,578.2893570669158,578.2893570669158
143,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,5;6;4,5;6;4,1.0,0.9696969696969697,0.0,0,527141.0533431348,861.7881948463361,861.7881948463361
143,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,5;6;4;2;9;3,5;6;4;2;3;9,1.0,0.9696969696969697,0.0,0,527141.0533431348,901.9119090591239,901.9119090591239
144,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,2,2,1.0,0.9696969696969697,0.0,0,1465754.8884969072,82855.69859007522,82855.69859007522
144,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,2;1;3,2;1;3,1.0,0.9696969696969697,0.0,0,1465754.8884969072,187338.92072658642,187338.92072658642
144,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,2;1;3;6;5;7,2;1;3;6;5;7,1.0,0.9696969696969697,0.0,0,1465754.8884969072,194388.94562168894,194388.94562168894
145,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,4,7,0.0,0.9696969696969697,1.0,0,540580.9464162517,637.7511308830668,576.391337116503
145,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,4;7;5,7;4;5,1.0,0.9696969696969697,0.0,0,540580.9464162517,1621.1807628306078,1621.1807628306078
145,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,4;7;5;8;1;11,7;4;5;8;1;11,1.0,0.9696969696969697,0.0,0,540580.9464162517,1726.0248987844036,1726.0248987844036
146,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,1,1,1.0,0.9393939393939394,0.0,0,496979.6047633814,671.6737686531574,671.6737686531574
146,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,1;3;7,1;3;0,0.5,0.9393939393939394,1.0,0,496979.6047633814,900.0736869717624,860.0184168171949
146,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,1;3;7;4;0;8,1;3;0;7;4;8,1.0,0.9393939393939394,0.0,0,496979.6047633814,990.2574017386938,990.2574017386938
147,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,4,4,1.0,0.9696969696969697,0.0,0,406037.97498473804,375.8316353457726,375.8316353457726
147,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,4;6;2,4;6;2,1.0,0.9696969696969697,0.0,0,406037.97498473804,816.1863763041043,816.1863763041043
147,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,4;6;2;0;8;5,4;6;2;0;5;8,1.0,0.9696969696969697,0.0,0,406037.97498473804,926.6367885724114,926.6367885724114
148,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,0,0,1.0,1.0,0.0,0,1709018.2164034331,18303.658180015173,18303.658180015173
148,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,0;1;5,0;1;5,1.0,1.0,0.0,0,1709018.2164034331,29483.269629991322,29483.269629991322
148,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,0;1;5;4;3;10,0;1;5;4;3;10,1.0,1.0,0.0,0,1709018.2164034331,30028.571762155403,30028.571762155403
149,outdoor,scene_00022,outdoor/scene_00022/scan_00197,1,1,1,1.0,0.9696969696969697,0.0,0,5036279.207364761,133336.54605099803,133336.54605099803
149,outdoor,scene_00022,outdoor/scene_00022/scan_00197,3,1;2;3,1;2;3,1.0,0.9696969696969697,0.0,0,5036279.207364761,249100.3156839233,249100.3156839233
149,outdoor,scene_00022,outdoor/scene_00022/scan_00197,6,1;2;3;7;5;10,1;2;3;7;5;10,1.0,0.9696969696969697,0.0,0,5036279.207364761,255933.20446518407,255933.20446518407
150,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,6,6,1.0,0.8461538461538461,0.0,2,204880.06084640737,7285.691019221064,7285.691019221064
150,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,6;0;3,6;0;3,1.0,0.8461538461538461,0.0,2,204880.06084640737,7285.691019221064,7285.691019221064
150,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,6;0;3;2;1;8,6;0;3;8;2;11,0.7142857142857143,0.8461538461538461,1.0,2,204880.06084640737,6988.8812842572825,6485.840605357291
151,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,2,2,1.0,0.9393939393939394,0.0,0,89197.29494961332,144.4080767220153,144.4080767220153
151,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,2;5;9,2;5;9,1.0,0.9393939393939394,0.0,0,89197.29494961332,224.35860181909368,224.35860181909368
151,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,2;5;9;8;3;7,2;5;9;8;3;10,0.7142857142857143,0.9393939393939394,1.0,0,89197.29494961332,172.37602605292685,165.17231782973676
152,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,11,11,1.0,1.0,0.0,0,310864.0126286439,15571.807573332306,15571.807573332306
152,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,11;5;4,11;5;4,1.0,1.0,0.0,0,310864.0126286439,15852.56797841232,15852.56797841232
152,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,11;5;4;2;1;9,11;5;4;2;1;9,1.0,1.0,0.0,0,310864.0126286439,15834.091118824103,15834.091118824103
153,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,5,5,1.0,1.0,0.0,0,316761.01692531956,1181.1950289786755,1181.1950289786755
153,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,5;6;4,5;6;4,1.0,1.0,0.0,0,316761.01692531956,3201.0010360626266,3201.0010360626266
153,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,5;6;4;1;9;8,5;6;4;1;9;8,1.0,1.0,0.0,0,316761.01692531956,3380.6752205079497,3380.6752205079497
154,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,0,0,1.0,0.9696969696969697,0.0,0,198094.61427900457,2066.8914091839233,2066.8914091839233
154,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,0;3;6,0;3;6,1.0,0.9696969696969697,0.0,0,198094.61427900457,3145.119833710696,3145.119833710696
154,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,0;3;6;2;10;11,0;3;6;2;10;11,1.0,0.9696969696969697,0.0,0,198094.61427900457,3365.271035134926,3365.271035134926
155,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,5,5,1.0,0.873015873015873,0.0,0,252678.97611605207,837.457840876285,837.457840876285
155,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,5;6;11,5;6;11,1.0,0.873015873015873,0.0,0,252678.97611605207,1678.9248248397614,1678.9248248397614
155,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,5;6;11;10;7;0,5;6;11;10;7;0,1.0,0.873015873015873,0.0,0,252678.97611605207,1681.3217745593229,1681.3217745593229
156,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,5,5,1.0,0.8484848484848485,0.0,0,145188.69625315667,2182.818972200431,2182.818972200431
156,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,5;6;4,5;4;6,1.0,0.8484848484848485,0.0,0,145188.69625315667,4799.248055598735,4799.248055598735
156,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,5;6;4;7;8;9,5;4;6;7;8;9,1.0,0.8484848484848485,0.0,0,145188.69625315667,5035.155997390463,5035.155997390463
157,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,7,3,0.0,0.6363636363636364,1.0,1,78086.44730117236,1358.3590749729192,182.66810627259434
157,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,7;4;3,3;0;7,0.5,0.6363636363636364,1.0,1,78086.44730117236,1871.7893532392816,1576.9298378531685
157,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,7;4;3;11;0;10,3;0;7;4;10;11,1.0,0.6363636363636364,0.0,1,78086.44730117236,1977.4129636106784,1977.4129636106784
158,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,8,5,0.0,0.8412698412698413,1.0,3,74007.72900682382,6165.4338028019065,345.4756160216808
158,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,8;9;4,5;4;8,0.5,0.8412698412698413,1.0,3,74007.72900682382,7886.6727237682035,6998.5226720221835
